chr	insertion_site	norm_reads_5'	norm_reads_3'	QIseq_Run	Sample_pool_ID
chr10	1137311	1.04	6.49	Run_3	P76-7
chr3	81159	213.09	190.17	Run_3	P76-7
chr7	1284638	1.04	0.93	Run_3	P76-7
chr14	773950	48.85	42.67	Run_3	P76-7
chr8	1039550	1.04	0.93	Run_3	P76-7
chr14	1711329	3.12	2.78	Run_3	P76-7
chr11	1649390	15.59	25.05	Run_3	P76-7
chr5	1231133	4.16	2.78	Run_3	P76-7
chr11	1424593	4.16	5.57	Run_3	P76-7
chr14	2045751	2.08	2.78	Run_3	P76-7
chr14	287428	3.12	0	Run_3	P76-7
chr13	2842850	1.04	1.86	Run_3	P76-7
chr14	1427755	3.12	0	Run_3	P76-7
chr14	1676975	1.04	25.05	Run_3	P76-7
chr7	1289971	211.01	216.15	Run_3	P76-7
chr12	450159	7.28	9.28	Run_3	P76-7
chr6	1275062	2.08	3.71	Run_3	P76-7
chr5	553999	3.12	0	Run_3	P76-7
chr13	2842199	2.08	0.93	Run_3	P76-7
chr10	590473	61.33	2.78	Run_3	P76-7
chr12	454199	3.12	0	Run_3	P76-7
chr14	828053	6.24	17.63	Run_3	P76-7
chr12	1253885	44.7	105.75	Run_3	P76-7
chr14	2067118	3.12	0	Run_3	P76-7
chr13	780030	72.76	71.43	Run_3	P76-7
chr11	237893	53.01	45.46	Run_3	P76-7
chr3	794305	71.72	13.92	Run_3	P76-7
chr9	319989	83.16	135.44	Run_3	P76-7
chr13	2842679	1.04	2.78	Run_3	P76-7
chr11	458066	11.43	3.71	Run_3	P76-7
chr3	368961	57.17	20.41	Run_3	P76-7
chr8	982138	3.12	1.86	Run_3	P76-7
chr7	796389	3.12	0	Run_3	P76-7
chr10	118483	11.43	12.99	Run_3	P76-7
chr6	1064781	2.08	3.71	Run_3	P76-7
chr3	287996	9.36	3.71	Run_3	P76-7
chr13	753412	2.08	5.57	Run_3	P76-7
chr7	129394	7.28	2.78	Run_3	P76-7
chr3	819971	12.47	30.61	Run_3	P76-7
chr6	918361	24.95	24.12	Run_3	P76-7
chr11	1382785	53.01	21.34	Run_3	P76-7
chr7	1321861	1.04	0.93	Run_3	P76-7
chr9	1089484	10.39	2.78	Run_3	P76-7
chr1	487792	12.47	2.78	Run_3	P76-7
chr12	448567	13.51	11.13	Run_3	P76-7
chr12	1949320	2.08	0.93	Run_3	P76-7
chr9	666577	0	21.34	Run_3	P76-7
chr9	1254409	0	5.57	Run_3	P76-7
chr3	600570	0	2.78	Run_3	P76-7
chr8	1374031	0	12.99	Run_3	P76-7
chr14	2604759	0	12.99	Run_3	P76-7
chr10	1477949	0	9.28	Run_3	P76-7
chr9	331071	0	4.64	Run_3	P76-7
chr9	1208238	3.12	4.64	Run_3	P77-1
chr13	225664	5.2	0	Run_3	P77-1
chr12	1008657	3.12	0.93	Run_3	P77-1
chr11	1230776	2.08	2.78	Run_3	P77-1
chr14	520743	1.04	0.93	Run_3	P77-1
chr5	623865	2.08	25.05	Run_3	P77-1
chr5	56672	22.87	21.34	Run_3	P77-1
chr6	880221	6.24	11.13	Run_3	P77-1
chr8	919863	151.76	159.56	Run_3	P77-1
chr13	568784	2.08	3.71	Run_3	P77-1
chr13	2364993	2.08	4.64	Run_3	P77-1
chr14	890840	80.04	55.66	Run_3	P77-1
chr6	936759	10.39	2.78	Run_3	P77-1
chr12	2145195	50.93	135.44	Run_3	P77-1
chr13	933838	1.04	0.93	Run_3	P77-1
chr11	195837	10.39	6.49	Run_3	P77-1
chr13	1847618	4.16	1.86	Run_3	P77-1
chr2	388882	1.04	0.93	Run_3	P77-1
chr10	184523	2.08	1.86	Run_3	P77-1
chr8	1330544	6.24	11.13	Run_3	P77-1
chr13	1397376	6.24	0	Run_3	P77-1
chr12	732015	3.12	4.64	Run_3	P77-1
chr14	2921677	1.04	14.84	Run_3	P77-1
chr13	2069036	5.2	21.34	Run_3	P77-1
chr13	2739591	4.16	8.35	Run_3	P77-1
chr6	254942	6.24	4.64	Run_3	P77-1
chr11	1270231	3.12	1.86	Run_3	P77-1
chr4	1126426	4.16	0.93	Run_3	P77-1
chr13	2842487	2.08	1.86	Run_3	P77-1
chr7	1017963	2.08	31.54	Run_3	P77-1
chr13	1703837	1.04	4.64	Run_3	P77-1
chr9	398878	14.55	17.63	Run_3	P77-1
chr14	980794	10.39	3.71	Run_3	P77-1
chr13	138007	2.08	9.28	Run_3	P77-1
chr13	531896	5.2	2.78	Run_3	P77-1
chr6	1286779	127.85	151.21	Run_3	P77-1
chr9	373414	2.08	11.13	Run_3	P77-1
chr14	2465059	20.79	25.05	Run_3	P77-1
chr11	1496806	1.04	0.93	Run_3	P77-1
chr11	1763998	1.04	10.2	Run_3	P77-1
chr6	145496	40.54	47.31	Run_3	P77-1
chr14	1604670	6.24	3.71	Run_3	P77-1
chr14	662704	4.16	3.71	Run_3	P77-1
chr13	2842199	6.24	10.2	Run_3	P77-1
chr12	1986140	2.08	33.4	Run_3	P77-1
chr14	1605436	33.26	6.49	Run_3	P77-1
chr14	2602206	19.75	23.19	Run_3	P77-1
chr13	2020848	1.04	192.03	Run_3	P77-1
chr6	851026	2.08	0.93	Run_3	P77-1
chr12	1756922	3.12	0.93	Run_3	P77-1
chr10	329486	1.04	2.78	Run_3	P77-1
chr7	374894	2.08	1.86	Run_3	P77-1
chr3	416039	7.28	8.35	Run_3	P77-1
chr12	247614	10.39	12.99	Run_3	P77-1
chr9	83849	34.3	46.38	Run_3	P77-1
chr8	305734	2.08	1.86	Run_3	P77-1
chr12	1609359	6.24	3.71	Run_3	P77-1
chr14	2238965	174.63	179.97	Run_3	P77-1
chr13	919658	4.16	0	Run_3	P77-1
chr2	469070	19.75	20.41	Run_3	P77-1
chr10	1155947	51.97	91.84	Run_3	P77-1
chr13	659881	0	5.57	Run_3	P77-1
chr13	2265135	0	4.64	Run_3	P77-1
chr11	390251	0	6.49	Run_3	P77-1
chr5	1266668	0	5.57	Run_3	P77-1
chr14	1500101	0	3.71	Run_3	P77-1
chr13	2186756	0	2.78	Run_3	P77-1
chr10	71914	0	5.57	Run_3	P77-1
chr9	1149728	0	11.13	Run_3	P77-1
chr13	607237	0	2.78	Run_3	P77-1
chr10	452616	3.12	3.71	Run_3	P77-10
chr12	1933692	7.28	45.46	Run_3	P77-10
chr3	994782	15.59	26.9	Run_3	P77-10
chr5	1230636	1.04	0.93	Run_3	P77-10
chr13	2842292	1.04	3.71	Run_3	P77-10
chr7	975680	216.2	8.35	Run_3	P77-10
chr4	393604	1.04	0.93	Run_3	P77-10
chr13	1301507	1.04	5.57	Run_3	P77-10
chr9	1061770	3.12	0	Run_3	P77-10
chr14	1850862	2.08	1.86	Run_3	P77-10
chr3	1007009	4.16	8.35	Run_3	P77-10
chr9	940833	9.36	8.35	Run_3	P77-10
chr13	2843094	1.04	0.93	Run_3	P77-10
chr13	2842785	1.04	0.93	Run_3	P77-10
chr13	102585	2.08	4.64	Run_3	P77-10
chr12	1310172	25.99	12.06	Run_3	P77-10
chr3	215973	66.52	68.65	Run_3	P77-10
chr14	2532472	2.08	1.86	Run_3	P77-10
chr4	675361	1.04	0.93	Run_3	P77-10
chr13	2842312	3.12	0	Run_3	P77-10
chr11	1571284	2.08	1.86	Run_3	P77-10
chr2	878089	2.08	1.86	Run_3	P77-10
chr11	884340	2.08	1.86	Run_3	P77-10
chr14	2831095	54.05	16.7	Run_3	P77-10
chr2	715597	147.6	11.13	Run_3	P77-10
chr13	2842368	3.12	4.64	Run_3	P77-10
chr5	176817	218.28	174.4	Run_3	P77-10
chr13	799356	17.67	9.28	Run_3	P77-10
chr13	1040476	2.08	0.93	Run_3	P77-10
chr4	679636	3.12	0	Run_3	P77-10
chr3	460509	10.39	12.99	Run_3	P77-10
chr6	48646	4.16	0	Run_3	P77-10
chr10	1269072	2.08	12.06	Run_3	P77-10
chr2	802280	6.24	2.78	Run_3	P77-10
chr13	2843211	2.08	1.86	Run_3	P77-10
chr11	1716991	13.51	34.32	Run_3	P77-10
chr1	355366	102.91	100.19	Run_3	P77-10
chr13	2842346	1.04	0.93	Run_3	P77-10
chr11	1292323	3.12	2.78	Run_3	P77-10
chr3	275259	6.24	0	Run_3	P77-10
chr13	2842487	1.04	2.78	Run_3	P77-10
chr6	1175121	79	23.19	Run_3	P77-10
chr13	689266	8.32	0.93	Run_3	P77-10
chr6	1258297	1.04	1.86	Run_3	P77-10
chr7	892976	7.28	6.49	Run_3	P77-10
chr6	161463	5.2	2.78	Run_3	P77-10
chr14	1160825	5.2	12.99	Run_3	P77-10
chr5	448916	1.04	5.57	Run_3	P77-10
chr14	1883338	2.08	6.49	Run_3	P77-10
chr13	2842182	1.04	1.86	Run_3	P77-10
chr8	1025576	12.47	17.63	Run_3	P77-10
chr11	1441086	53.01	64.01	Run_3	P77-10
chr9	1058625	4.16	0	Run_3	P77-10
chr14	1714037	182.94	207.8	Run_3	P77-10
chr13	2842199	55.09	3.71	Run_3	P77-10
chr10	1270452	1.04	5.57	Run_3	P77-10
chr11	86817	2.08	0.93	Run_3	P77-10
chr14	1689447	18.71	26.9	Run_3	P77-10
chr1	75766	5.2	0	Run_3	P77-10
chr14	2843623	101.87	32.47	Run_3	P77-10
chr8	72236	31.18	14.84	Run_3	P77-10
chr13	2842404	1.04	0.93	Run_3	P77-10
chr14	2015297	30.14	2.78	Run_3	P77-10
chr13	2842679	4.16	4.64	Run_3	P77-10
chr10	81418	8.32	11.13	Run_3	P77-10
chr13	526698	5.2	4.64	Run_3	P77-10
chr7	1267031	1.04	3.71	Run_3	P77-10
chr1	547263	4.16	0.93	Run_3	P77-10
chr11	694734	67.56	19.48	Run_3	P77-10
chr3	742518	15.59	12.99	Run_3	P77-10
chr11	541611	46.78	32.47	Run_3	P77-10
chr13	462636	6.24	60.3	Run_3	P77-10
chr6	1278302	3.12	3.71	Run_3	P77-10
chr3	537813	2.08	20.41	Run_3	P77-10
chr1	632004	5.2	12.06	Run_3	P77-10
chr11	702151	24.95	120.6	Run_3	P77-10
chr12	1906682	68.6	7.42	Run_3	P77-10
chr8	1026191	10.39	34.32	Run_3	P77-10
chr7	83828	1.04	3.71	Run_3	P77-10
chr8	311117	4.16	0	Run_3	P77-10
chr6	1323063	0	25.05	Run_3	P77-10
chr7	67092	0	13.92	Run_3	P77-10
chr10	1286933	0	2.78	Run_3	P77-10
chr11	1110090	0	3.71	Run_3	P77-10
chr3	1012108	0	35.25	Run_3	P77-10
chr13	2842127	0	2.78	Run_3	P77-10
chr9	1058627	0	12.99	Run_3	P77-10
chr5	594477	0	2.78	Run_3	P77-10
chr7	498581	0	6.49	Run_3	P77-10
chr11	81664	0	12.99	Run_3	P77-10
chr10	1596255	0	11.13	Run_3	P77-10
chr1	577303	0	9.28	Run_3	P77-10
chr11	1332755	0	8.35	Run_3	P77-10
chr13	1652078	0	11.13	Run_3	P77-10
chr7	380550	0	8.35	Run_3	P77-10
chr8	881380	0	2.78	Run_3	P77-10
chr8	305137	0	2.78	Run_3	P77-10
chr1	70669	0	12.99	Run_3	P77-10
chr2	883244	0	16.7	Run_3	P77-10
chr6	43456	0	18.55	Run_3	P77-10
chr13	1974962	0	2.78	Run_3	P77-10
chr7	1373759	0	38.96	Run_3	P77-10
chr13	1033698	0	3.71	Run_3	P77-10
chr12	1688195	0	2.78	Run_3	P77-10
chr13	1396488	10.39	27.83	Run_3	P77-4
chr4	543861	1.04	0.93	Run_3	P77-4
chr9	574750	6.24	0	Run_3	P77-4
chr8	137949	1.04	4.64	Run_3	P77-4
chr14	94924	4.16	16.7	Run_3	P77-4
chr7	1175191	3.12	0	Run_3	P77-4
chr13	1330730	6.24	3.71	Run_3	P77-4
chr10	178938	8.32	77	Run_3	P77-4
chr14	2714146	25.99	144.72	Run_3	P77-4
chr12	2112150	5.2	0	Run_3	P77-4
chr6	484195	12.47	9.28	Run_3	P77-4
chr12	667429	16.63	24.12	Run_3	P77-4
chr9	894137	1.04	1.86	Run_3	P77-4
chr4	598149	3.12	0.93	Run_3	P77-4
chr7	1317493	126.81	52.88	Run_3	P77-4
chr1	215296	15.59	5.57	Run_3	P77-4
chr12	1207699	2.08	1.86	Run_3	P77-4
chr10	640559	2.08	1.86	Run_3	P77-4
chr9	901410	10.39	41.75	Run_3	P77-4
chr10	1336331	12.47	3.71	Run_3	P77-4
chr13	2842312	1.04	3.71	Run_3	P77-4
chr14	2581293	14.55	3.71	Run_3	P77-4
chr11	1906014	8.32	3.71	Run_3	P77-4
chr11	545731	4.16	0.93	Run_3	P77-4
chr2	640179	1.04	0.93	Run_3	P77-4
chr3	738983	18.71	0	Run_3	P77-4
chr6	853875	3.12	2.78	Run_3	P77-4
chr6	1179629	1.04	3.71	Run_3	P77-4
chr14	2827407	1.04	31.54	Run_3	P77-4
chr13	2412867	6.24	2.78	Run_3	P77-4
chr5	1131197	2.08	8.35	Run_3	P77-4
chr1	378783	58.21	46.38	Run_3	P77-4
chr9	1319938	1.04	0.93	Run_3	P77-4
chr14	54822	3.12	0	Run_3	P77-4
chr9	392414	4.16	2.78	Run_3	P77-4
chr14	1752253	4.16	14.84	Run_3	P77-4
chr3	83166	5.2	0	Run_3	P77-4
chr11	1767920	88.35	137.3	Run_3	P77-4
chr14	1905585	72.76	1.86	Run_3	P77-4
chr14	1103898	1.04	2.78	Run_3	P77-4
chr1	492092	76.92	57.52	Run_3	P77-4
chr13	1094802	4.16	2.78	Run_3	P77-4
chr13	157932	176.71	295	Run_3	P77-4
chr13	2717158	2.08	2.78	Run_3	P77-4
chr3	462475	28.07	12.06	Run_3	P77-4
chr2	778303	6.24	0.93	Run_3	P77-4
chr14	3204636	0	2.78	Run_3	P77-4
chr13	2004731	0	2.78	Run_3	P77-4
chr5	809906	0	2.78	Run_3	P77-4
chr7	1175190	0	5.57	Run_3	P77-4
chr8	423281	0	3.71	Run_3	P77-4
chr13	2842679	0	2.78	Run_3	P77-4
chr13	2305203	0	3.71	Run_3	P77-4
chr9	1330203	0	3.71	Run_3	P77-4
chr11	1782977	2.08	0.93	Run_3	P77-7
chr13	1396488	3.12	0	Run_3	P77-7
chr6	1309605	11.43	0.93	Run_3	P77-7
chr10	178938	1.04	10.2	Run_3	P77-7
chr14	2714146	2.08	14.84	Run_3	P77-7
chr6	484195	1.04	0.93	Run_3	P77-7
chr12	667429	3.12	0.93	Run_3	P77-7
chr13	2325534	1.04	1.86	Run_3	P77-7
chr12	460466	1.04	0.93	Run_3	P77-7
chr13	1357865	1.04	0.93	Run_3	P77-7
chr10	1331464	3.12	0	Run_3	P77-7
chr5	1131810	11.43	0	Run_3	P77-7
chr8	1038887	18.71	11.13	Run_3	P77-7
chr2	685645	4.16	0	Run_3	P77-7
chr8	395054	50.93	38.03	Run_3	P77-7
chr13	317562	11.43	5.57	Run_3	P77-7
chr11	94269	3.12	0	Run_3	P77-7
chr8	1047168	1.04	1.86	Run_3	P77-7
chr11	1465973	24.95	35.25	Run_3	P77-7
chr6	56693	10.39	19.48	Run_3	P77-7
chr13	2842487	1.04	0.93	Run_3	P77-7
chr12	1241499	1.04	0.93	Run_3	P77-7
chr13	2145661	5.2	3.71	Run_3	P77-7
chr13	1484594	3.12	0.93	Run_3	P77-7
chr10	848220	10.39	6.49	Run_3	P77-7
chr13	2842850	1.04	1.86	Run_3	P77-7
chr6	56075	1.04	0.93	Run_3	P77-7
chr14	2635115	1.04	0.93	Run_3	P77-7
chr10	1499404	20.79	29.69	Run_3	P77-7
chr14	1604636	13.51	8.35	Run_3	P77-7
chr13	2842679	2.08	0.93	Run_3	P77-7
chr10	1432610	208.93	164.2	Run_3	P77-7
chr4	819648	2.08	0.93	Run_3	P77-7
chr2	795789	1.04	0.93	Run_3	P77-7
chr8	124374	3.12	4.64	Run_3	P77-7
chr8	203407	3.12	9.28	Run_3	P77-7
chr11	1767920	18.71	8.35	Run_3	P77-7
chr14	1020403	1.04	2.78	Run_3	P77-7
chr1	492092	14.55	4.64	Run_3	P77-7
chr11	163192	8.32	6.49	Run_3	P77-7
chr5	25701	1.04	3.71	Run_3	P77-7
chr3	462475	4.16	0.93	Run_3	P77-7
chr12	76105	27.03	21.34	Run_3	P77-7
chr14	2708063	4.16	4.64	Run_3	P77-7
chr9	328997	10.39	12.99	Run_3	P77-7
chr12	534563	5.2	0	Run_3	P77-7
chr13	655116	1.04	2.78	Run_3	P77-7
chr14	520559	3.12	0.93	Run_3	P77-7
chr8	963672	2.08	3.71	Run_3	P77-7
chr11	1061548	121.62	86.27	Run_3	P77-7
chr13	2842785	1.04	0.93	Run_3	P77-7
chr12	1685999	6.24	4.64	Run_3	P77-7
chr7	1317493	18.71	9.28	Run_3	P77-7
chr6	1309760	1.04	0.93	Run_3	P77-7
chr9	901410	3.12	4.64	Run_3	P77-7
chr12	1142467	66.52	98.33	Run_3	P77-7
chr5	873779	1.04	0.93	Run_3	P77-7
chr6	564326	6.24	0	Run_3	P77-7
chr10	311785	1.04	0.93	Run_3	P77-7
chr11	94114	3.12	6.49	Run_3	P77-7
chr14	693263	40.54	55.66	Run_3	P77-7
chr5	1335445	2.08	0.93	Run_3	P77-7
chr10	111347	20.79	0	Run_3	P77-7
chr7	751783	273.37	89.98	Run_3	P77-7
chr2	852719	7.28	23.19	Run_3	P77-7
chr14	235008	1.04	0.93	Run_3	P77-7
chr7	287323	28.07	0.93	Run_3	P77-7
chr14	795572	2.08	3.71	Run_3	P77-7
chr11	329218	1.04	0.93	Run_3	P77-7
chr12	850237	5.2	5.57	Run_3	P77-7
chr1	378783	7.28	4.64	Run_3	P77-7
chr11	1948030	1.04	1.86	Run_3	P77-7
chr13	2792279	1.04	0.93	Run_3	P77-7
chr6	276721	1.04	0.93	Run_3	P77-7
chr13	2809178	2.08	2.78	Run_3	P77-7
chr7	308966	17.67	27.83	Run_3	P77-7
chr8	180001	1.04	4.64	Run_3	P77-7
chr12	816513	4.16	0.93	Run_3	P77-7
chr14	2170707	1.04	0.93	Run_3	P77-7
chr1	377161	7.28	0	Run_3	P77-7
chr2	373821	2.08	0.93	Run_3	P77-7
chr14	1905585	8.32	0	Run_3	P77-7
chr13	1094802	1.04	0.93	Run_3	P77-7
chr9	1149728	5.2	0	Run_3	P77-7
chr2	746196	1.04	0.93	Run_3	P77-7
chr13	157932	22.87	42.67	Run_3	P77-7
chr10	1419500	4.16	3.71	Run_3	P77-7
chr13	1533044	4.16	0.93	Run_3	P77-7
chr5	1142400	1.04	0.93	Run_3	P77-7
chr5	1306031	4.16	10.2	Run_3	P77-7
chr12	198746	0	10.2	Run_3	P77-7
chr13	1347261	0	5.57	Run_3	P77-7
chr6	1310690	0	4.64	Run_3	P77-7
chr14	2231185	0	4.64	Run_3	P77-7
chr4	1057151	0	3.71	Run_3	P77-7
chr8	984054	0	2.78	Run_3	P77-7
chr2	47126	0	2.78	Run_3	P77-7
chr13	548467	0	3.71	Run_3	P77-7
chr5	1145879	0	2.78	Run_3	P77-7
chr11	108939	0	12.99	Run_3	P77-7
chr6	1310225	0	6.49	Run_3	P77-7
chr10	102253	0	2.78	Run_3	P77-7
chr10	1572379	0	4.64	Run_3	P77-7
chr7	889942	0	3.71	Run_3	P77-7
chr13	1775415	233.51	63.01	Run_4	P100-1
chr13	1440142	5.86	0	Run_4	P100-1
chr1	336667	19.54	0	Run_4	P100-1
chr7	748091	0.98	1.6	Run_4	P100-1
chr12	293244	3.91	0	Run_4	P100-1
chr11	1312398	15.63	7.98	Run_4	P100-1
chr12	1741608	5.86	0	Run_4	P100-1
chr6	187077	7.82	0	Run_4	P100-1
chr13	2079848	0.98	0.8	Run_4	P100-1
chr14	60509	7.82	0.8	Run_4	P100-1
chr9	1399632	4.89	0	Run_4	P100-1
chr12	122541	5.86	0.8	Run_4	P100-1
chr13	2749390	1.95	0.8	Run_4	P100-1
chr13	1814100	0.98	1.6	Run_4	P100-1
chr11	1276465	2.93	0.8	Run_4	P100-1
chr13	830279	0.98	0.8	Run_4	P100-1
chr13	1142939	0.98	0.8	Run_4	P100-1
chr12	2221799	6.84	0	Run_4	P100-1
chr13	2842312	1.95	0.8	Run_4	P100-1
chr5	1279552	11.72	0	Run_4	P100-1
chr2	402666	4.89	0.8	Run_4	P100-1
chr9	1404019	3.91	0	Run_4	P100-1
chr3	871838	2.93	0	Run_4	P100-1
chr13	1361103	1.95	3.99	Run_4	P100-1
chr13	2842603	0.98	1.6	Run_4	P100-1
chr11	1270753	11.72	9.57	Run_4	P100-1
chr2	201943	49.83	7.18	Run_4	P100-1
chr13	2842921	0.98	0.8	Run_4	P100-1
chr14	921897	152.42	41.48	Run_4	P100-1
chr6	316968	2.93	1.6	Run_4	P100-1
chr14	2908876	6.84	0	Run_4	P100-1
chr4	1092345	2.93	1.6	Run_4	P100-1
chr5	1312751	166.1	2.39	Run_4	P100-1
chr14	1850537	4.89	0	Run_4	P100-1
chr12	25266	30.29	0.8	Run_4	P100-1
chr13	2842487	4.89	0	Run_4	P100-1
chr4	1067844	12.7	5.58	Run_4	P100-1
chr8	559465	1.95	1.6	Run_4	P100-1
chr8	917717	94.77	0	Run_4	P100-1
chr11	351728	8.79	0	Run_4	P100-1
chr11	257614	25.4	0.8	Run_4	P100-1
chr2	468965	1.95	2.39	Run_4	P100-1
chr7	1017279	35.17	0	Run_4	P100-1
chr14	152701	4.89	0	Run_4	P100-1
chr13	2842679	1.95	0.8	Run_4	P100-1
chr9	1072505	4.89	0	Run_4	P100-1
chr13	1416420	7.82	0	Run_4	P100-1
chr8	565420	60.58	2.39	Run_4	P100-1
chr9	891894	4.89	4.79	Run_4	P100-1
chr5	45103	5.86	0	Run_4	P100-1
chr10	1267560	269.66	84.55	Run_4	P100-1
chr6	1157519	150.46	6.38	Run_4	P100-1
chr10	1386448	83.05	6.38	Run_4	P100-1
chr13	1083129	193.45	41.48	Run_4	P100-1
chr8	671022	10.75	3.19	Run_4	P100-1
chr13	606786	49.83	0	Run_4	P100-1
chr14	168676	23.45	0	Run_4	P100-1
chr11	1057630	63.51	5.58	Run_4	P100-1
chr13	1952393	4.89	0	Run_4	P100-1
chr6	753135	4.89	1.6	Run_4	P100-1
chr10	1241743	102.59	15.15	Run_4	P100-1
chr5	554314	221.79	72.58	Run_4	P100-1
chr14	287672	25.4	4.79	Run_4	P100-1
chr2	78970	4.89	0.8	Run_4	P100-1
chr13	2843211	2.93	0	Run_4	P100-1
chr13	1631496	29.31	0	Run_4	P100-1
chr9	359700	3.91	0.8	Run_4	P100-1
chr13	1047391	88.91	13.56	Run_4	P100-1
chr9	499413	3.91	0.8	Run_4	P100-1
chr8	289113	3.91	0	Run_4	P100-1
chr13	652343	2.93	0	Run_4	P100-1
chr7	1281556	2.93	1.6	Run_4	P100-1
chr2	251518	20.52	0	Run_4	P100-1
chr3	952977	4.89	1.6	Run_4	P100-1
chr14	3010547	6.84	0	Run_4	P100-1
chr10	1448337	5.86	0	Run_4	P100-1
chr12	435896	29.31	0	Run_4	P100-1
chr5	53123	8.79	0	Run_4	P100-1
chr7	1091045	19.54	5.58	Run_4	P100-1
chr11	490507	29.31	0	Run_4	P100-1
chr14	737025	0.98	0.8	Run_4	P100-1
chr5	955088	0.98	0.8	Run_4	P100-1
chr7	1345074	23.45	13.56	Run_4	P100-1
chr13	2820765	0.98	0.8	Run_4	P100-1
chr12	1129963	313.63	34.3	Run_4	P100-1
chr7	1047262	3.91	0.8	Run_4	P100-1
chr8	827999	3.91	0.8	Run_4	P100-1
chr12	2011192	15.63	0	Run_4	P100-1
chr14	812969	8.79	2.39	Run_4	P100-1
chr10	1339228	4.89	0	Run_4	P100-1
chr5	370366	27.36	3.99	Run_4	P100-1
chr10	917896	2.93	0.8	Run_4	P100-1
chr13	1439540	2.93	0	Run_4	P100-1
chr8	1437367	30.29	5.58	Run_4	P100-1
chr5	389746	124.08	1.6	Run_4	P100-1
chr10	436512	2.93	0	Run_4	P100-1
chr12	1936182	5.86	0	Run_4	P100-1
chr14	1063486	3.91	5.58	Run_4	P100-1
chr2	768691	0.98	3.19	Run_4	P100-1
chr8	1391893	30.29	3.99	Run_4	P100-1
chr7	401500	0	5.58	Run_4	P100-1
chr13	705857	0	5.58	Run_4	P100-1
chr14	257863	2.93	0.8	Run_4	P100-10
chr12	419329	2.93	4.79	Run_4	P100-10
chr9	1113646	31.27	2.39	Run_4	P100-10
chr13	2117700	0.98	0.8	Run_4	P100-10
chr10	1200167	3.91	0	Run_4	P100-10
chr12	504562	0.98	3.99	Run_4	P100-10
chr13	2843094	2.93	1.6	Run_4	P100-10
chr11	516901	104.54	6.38	Run_4	P100-10
chr1	423592	4.89	7.18	Run_4	P100-10
chr14	2147914	20.52	26.32	Run_4	P100-10
chr5	699004	0.98	15.15	Run_4	P100-10
chr10	1459645	4.89	0.8	Run_4	P100-10
chr5	38976	1.95	3.19	Run_4	P100-10
chr14	3208241	28.33	10.37	Run_4	P100-10
chr13	1070181	5.86	22.33	Run_4	P100-10
chr4	826755	4.89	0	Run_4	P100-10
chr13	2842368	1.95	1.6	Run_4	P100-10
chr8	1374010	0.98	1.6	Run_4	P100-10
chr11	921976	56.67	38.29	Run_4	P100-10
chr4	172421	1.95	14.36	Run_4	P100-10
chr13	282416	18.56	0	Run_4	P100-10
chr14	857929	0.98	43.07	Run_4	P100-10
chr7	611525	282.36	75.77	Run_4	P100-10
chr6	214607	42.99	13.56	Run_4	P100-10
chr3	951427	0.98	2.39	Run_4	P100-10
chr11	1014241	3.91	0	Run_4	P100-10
chr13	2842487	1.95	0.8	Run_4	P100-10
chr13	2748316	4.89	1.6	Run_4	P100-10
chr13	2635561	10.75	3.19	Run_4	P100-10
chr11	1777381	96.73	146.76	Run_4	P100-10
chr1	121542	12.7	26.32	Run_4	P100-10
chr14	2042318	5.86	1.6	Run_4	P100-10
chr11	783728	124.08	114.06	Run_4	P100-10
chr14	1749961	64.48	145.16	Run_4	P100-10
chr10	548737	3.91	3.19	Run_4	P100-10
chr13	2842850	1.95	0.8	Run_4	P100-10
chr11	1574662	3.91	38.29	Run_4	P100-10
chr3	836938	4.89	23.93	Run_4	P100-10
chr4	174383	86.96	45.46	Run_4	P100-10
chr10	922361	8.79	3.99	Run_4	P100-10
chr13	2842199	3.91	1.6	Run_4	P100-10
chr13	1719984	145.58	102.09	Run_4	P100-10
chr12	497905	1.95	5.58	Run_4	P100-10
chr13	413555	5.86	2.39	Run_4	P100-10
chr9	976932	0.98	7.18	Run_4	P100-10
chr8	565247	32.24	20.74	Run_4	P100-10
chr7	394993	6.84	4.79	Run_4	P100-10
chr6	891425	12.7	0	Run_4	P100-10
chr8	709961	3.91	3.99	Run_4	P100-10
chr10	677657	27.36	23.13	Run_4	P100-10
chr12	1558422	2.93	5.58	Run_4	P100-10
chr13	2842679	2.93	1.6	Run_4	P100-10
chr9	454851	0.98	0.8	Run_4	P100-10
chr5	1087655	2.93	0.8	Run_4	P100-10
chr8	1377348	0.98	1.6	Run_4	P100-10
chr14	881621	14.66	0.8	Run_4	P100-10
chr11	1985867	167.07	0	Run_4	P100-10
chr10	848474	28.33	0	Run_4	P100-10
chr8	368415	4.89	0	Run_4	P100-10
chr7	329193	16.61	0	Run_4	P100-10
chr13	1446451	0.98	2.39	Run_4	P100-10
chr14	284126	1.95	1.6	Run_4	P100-10
chr12	795968	62.53	12.76	Run_4	P100-10
chr13	1433231	1.95	0.8	Run_4	P100-10
chr12	1529151	112.36	27.92	Run_4	P100-10
chr8	511345	4.89	4.79	Run_4	P100-10
chr3	964160	0	3.19	Run_4	P100-10
chr9	132629	0	7.98	Run_4	P100-10
chr6	952711	0	25.52	Run_4	P100-10
chr12	578316	0	27.12	Run_4	P100-10
chr10	848475	0	3.99	Run_4	P100-10
chr12	2129954	0	39.08	Run_4	P100-10
