chr	insertion_site	norm_reads_5'	norm_reads_3'	QIseq_Run	Sample_pool_ID
chr12	459591	854	221	Run_P3	"LMPP_2:SMPP_24"
chr13	2842404	996	0	Run_P3	"LMPP_12:SMPP_52"
chr13	1396706	13	520	Run_P3	"LMPP_6:SMPP_39"
chr11	685539	25	0	Run_P3	"LMPP_11:SMPP_59"
chr12	311300	54	74	Run_P3	"LMPP_13:SMPP_61"
chr12	106941	8	39	Run_P3	"LMPP_9:SMPP_5"
chr2	99504	7936	34277	Run_P3	"LMPP_7:SMPP_43"
chr5	54565	0	946	Run_P3	"LMPP_4:SMPP_47"
chr2	474387	8	91	Run_P3	"LMPP_6:SMPP_38"
chr2	303412	1442	697	Run_P3	"LMPP_7:SMPP_42"
chr5	1225621	0	11	Run_P3	"LMPP_6:SMPP_41"
chr12	593545	21	0	Run_P3	"LMPP_4:SMPP_36"
chr4	905702	0	32	Run_P3	"LMPP_9:SMPP_5"
chr7	389396	7	0	Run_P3	"LMPP_1:SMPP_20"
chr4	824078	58	0	Run_P3	"LMPP_15:SMPP_69"
chr13	1282226	500	737	Run_P3	"LMPP_6:SMPP_39"
chr13	672471	170	2735	Run_P3	"LMPP_1:SMPP_19"
chr12	567206	6296	5677	Run_P3	"LMPP_8:SMPP_50"
chr12	2087653	3648	381	Run_P3	"LMPP_2:SMPP_22"
chr11	360587	21889	21704	Run_P3	"LMPP_10:SMPP_54"
chr5	569507	9	0	Run_P3	"LMPP_4:SMPP_36"
chr13	2769996	1362	35	Run_P3	"LMPP_7:SMPP_42"
chr13	1098897	28	0	Run_P3	"LMPP_12:SMPP_52"
chr9	189809	2011	0	Run_P3	"LMPP_11:SMPP_59"
chr10	1607421	12	0	Run_P3	"LMPP_11:SMPP_53"
chr8	639881	117	0	Run_P3	"LMPP_9:SMPP_10"
chr3	212956	13	0	Run_P3	"LMPP_14:SMPP_68"
chr14	1622300	29424	17635	Run_P3	"LMPP_4:SMPP_33"
chr11	630018	0	6	Run_P3	"LMPP_4:SMPP_36"
chr8	1332236	1782	0	Run_P3	"LMPP_11:SMPP_53"
chr7	402168	0	6	Run_P3	"LMPP_2:SMPP_24"
chr9	1032559	0	55	Run_P3	"LMPP_4:SMPP_37"
chr2	802460	2438	2903	Run_P3	"LMPP_10:SMPP_4"
chr9	642173	431	23	Run_P3	"LMPP_8:SMPP_46"
chr11	1915051	40002	18636	Run_P3	"LMPP_10:SMPP_8"
chr5	327140	104	5	Run_P3	"LMPP_5:SMPP_34"
chr9	96010	0	14	Run_P3	"LMPP_4:SMPP_37"
chr13	2842679	0	1048	Run_P3	"LMPP_4:SMPP_47"
chr11	1532518	4064	1461	Run_P3	"LMPP_12:SMPP_55"
chr1	535991	36	24	Run_P3	"LMPP_1:SMPP_20"
chr12	2164372	0	27	Run_P3	"LMPP_7:SMPP_42"
chr13	2844759	0	43	Run_P3	"LMPP_6:SMPP_39"
chr11	1818826	18	0	Run_P3	"LMPP_10:SMPP_8"
chr14	722779	17	0	Run_P3	"LMPP_14:SMPP_63"
chr11	153111	26	10	Run_P3	"LMPP_4:SMPP_37"
chr7	645091	508	6161	Run_P3	"LMPP_4:SMPP_36"
chr13	1283009	0	22	Run_P3	"LMPP_6:SMPP_39"
chr12	376574	14572	2728	Run_P3	"LMPP_1:SMPP_18"
chr5	714536	75	87	Run_P3	"LMPP_6:SMPP_35"
chr9	1224159	7	27	Run_P3	"LMPP_12:SMPP_52"
chr2	674855	1551	9	Run_P3	"LMPP_1:SMPP_19"
chr8	1374094	12434	2741	Run_P3	"LMPP_11:SMPP_51"
chr8	1035107	362	6466	Run_P3	"LMPP_9:SMPP_9"
chr3	531565	130	160	Run_P3	"LMPP_12:SMPP_56"
chr11	362693	0	3885	Run_P3	"LMPP_7:SMPP_42"
chr5	87318	348	167	Run_P3	"LMPP_1:SMPP_18"
chr4	475797	0	20	Run_P3	"LMPP_16:SMPP_2"
chr13	907159	17	58	Run_P3	"LMPP_7:SMPP_43"
chr10	1088153	0	10	Run_P3	"LMPP_5:SMPP_34"
chr14	1283009	509	0	Run_P3	"LMPP_7:SMPP_45"
chr10	1627409	0	15	Run_P3	"LMPP_3:SMPP_27"
chr14	2090183	8	11	Run_P3	"LMPP_1:SMPP_20"
chr13	688987	1251	1503	Run_P3	"LMPP_9:SMPP_5"
chr3	158788	0	7	Run_P3	"LMPP_9:SMPP_58"
chr7	865717	288	6	Run_P3	"LMPP_3:SMPP_23"
chr13	2080357	0	80	Run_P3	"LMPP_6:SMPP_39"
chr9	31070	6	0	Run_P3	"LMPP_14:SMPP_68"
chr6	880452	33	0	Run_P3	"LMPP_15:SMPP_12"
chr14	481749	42	26	Run_P3	"LMPP_7:SMPP_44"
chr11	658320	55	0	Run_P3	"LMPP_8:SMPP_46"
chr14	226996	2661	1184	Run_P3	"LMPP_5:SMPP_34"
chr13	1656122	0	64	Run_P3	"LMPP_4:SMPP_33"
chr9	1031185	0	36	Run_P3	"LMPP_1:SMPP_19"
chr14	1979281	34	0	Run_P3	"LMPP_1:SMPP_18"
chr12	1084742	607	1758	Run_P3	"LMPP_6:SMPP_35"
chr10	1452070	25941	27516	Run_P3	"LMPP_1:SMPP_20"
chr11	852761	10	0	Run_P3	"LMPP_9:SMPP_5"
chr12	1766702	80	62	Run_P3	"LMPP_9:SMPP_5"
chr9	261992	54	18	Run_P3	"LMPP_5:SMPP_34"
chr11	964256	64	18	Run_P3	"LMPP_10:SMPP_8"
chr7	1002129	87560	22139	Run_P3	"LMPP_15:SMPP_3"
chr4	998199	182	13292	Run_P3	"LMPP_1:SMPP_20"
chr6	890526	0	956	Run_P3	"LMPP_16:SMPP_7"
chr5	170360	0	6	Run_P3	"LMPP_4:SMPP_36"
chr9	656090	37	43	Run_P3	"LMPP_5:SMPP_31"
chr11	1872573	0	7	Run_P3	"LMPP_14:SMPP_63"
chr5	769718	94	66	Run_P3	"LMPP_6:SMPP_40"
chr1	97367	0	23	Run_P3	"LMPP_4:SMPP_37"
chr8	935128	23	9	Run_P3	"LMPP_4:SMPP_36"
chr8	1292833	16	22	Run_P3	"LMPP_4:SMPP_36"
chr9	36994	730	10	Run_P3	"LMPP_10:SMPP_8"
chr8	351546	0	29	Run_P3	"LMPP_8:SMPP_46"
chr14	2366408	7	0	Run_P3	"LMPP_6:SMPP_40"
chr12	721591	15	0	Run_P3	"LMPP_13:SMPP_61"
chr13	1717350	51101	13170	Run_P3	"LMPP_16:SMPP_7"
chr13	1349556	536	270	Run_P3	"LMPP_4:SMPP_36"
chr1	213187	4706	45753	Run_P3	"LMPP_5:SMPP_34"
chr14	450939	0	15	Run_P3	"LMPP_4:SMPP_37"
chr11	1551536	0	29	Run_P3	"LMPP_6:SMPP_39"
chr9	249561	31	31	Run_P3	"LMPP_5:SMPP_31"
chr3	359682	190	90	Run_P3	"LMPP_4:SMPP_36"
chr9	252820	38	48	Run_P3	"LMPP_12:SMPP_56"
chr5	955521	158	0	Run_P3	"LMPP_14:SMPP_68"
chr7	504524	13	298	Run_P3	"LMPP_12:SMPP_52"
chr13	2842234	0	215	Run_P3	"LMPP_10:SMPP_4"
chr13	1850599	15	0	Run_P3	"LMPP_4:SMPP_36"
chr12	2075020	10	0	Run_P3	"LMPP_11:SMPP_59"
chr10	775452	92	452	Run_P3	"LMPP_7:SMPP_42"
chr14	979690	402	2653	Run_P3	"LMPP_6:SMPP_39"
chr14	109843	58246	8362	Run_P3	"LMPP_15:SMPP_70"
chr13	1744699	206	98	Run_P3	"LMPP_8:SMPP_49"
chr12	859457	669	542	Run_P3	"LMPP_3:SMPP_27"
chr6	121710	24	0	Run_P3	"LMPP_11:SMPP_59"
chr1	335549	0	140	Run_P3	"LMPP_2:SMPP_24"
chr11	144652	642	325	Run_P3	"LMPP_4:SMPP_37"
chr13	1166915	15	11	Run_P3	"LMPP_4:SMPP_36"
chr11	107982	0	339	Run_P3	"LMPP_15:SMPP_3"
chr14	1928771	0	133	Run_P3	"LMPP_2:SMPP_24"
chr12	1110321	0	6	Run_P3	"LMPP_7:SMPP_43"
chr7	1292166	24	0	Run_P3	"LMPP_5:SMPP_34"
chr4	231796	0	3170	Run_P3	"LMPP_10:SMPP_8"
chr7	646036	66	0	Run_P3	"LMPP_4:SMPP_36"
chr6	1098110	16	0	Run_P3	"LMPP_4:SMPP_36"
chr6	1158053	111	261	Run_P3	"LMPP_8:SMPP_50"
chr13	1279003	32	86	Run_P3	"LMPP_8:SMPP_50"
chr12	1457437	11	0	Run_P3	"LMPP_7:SMPP_42"
chr4	125787	25	10	Run_P3	"LMPP_15:SMPP_70"
chr6	776921	25385	0	Run_P3	"LMPP_11:SMPP_59"
chr13	2080137	239	125	Run_P3	"LMPP_4:SMPP_36"
chr4	225548	9880	2605	Run_P3	"LMPP_10:SMPP_8"
chr4	1135364	0	124	Run_P3	"LMPP_5:SMPP_31"
chr13	2244226	350	0	Run_P3	"LMPP_12:SMPP_52"
chr14	293448	30	0	Run_P3	"LMPP_6:SMPP_40"
chr11	107636	3666	191	Run_P3	"LMPP_13:SMPP_61"
chr13	278334	13	0	Run_P3	"LMPP_8:SMPP_46"
chr7	308469	19	0	Run_P3	"LMPP_13:SMPP_65"
chr14	1425861	26	17	Run_P3	"LMPP_1:SMPP_18"
chr9	969150	234	11	Run_P3	"LMPP_7:SMPP_42"
chr3	868073	12	13	Run_P3	"LMPP_8:SMPP_50"
chr13	1299933	0	35	Run_P3	"LMPP_4:SMPP_47"
chr9	704829	46	274	Run_P3	"LMPP_9:SMPP_9"
chr11	1632854	0	11	Run_P3	"LMPP_6:SMPP_39"
chr6	279853	41	27	Run_P3	"LMPP_2:SMPP_22"
chr12	805580	22	0	Run_P3	"LMPP_13:SMPP_61"
chr13	1020120	104	40	Run_P3	"LMPP_15:SMPP_12"
chr10	564531	0	5	Run_P3	"LMPP_9:SMPP_10"
chr4	573551	29	58	Run_P3	"LMPP_7:SMPP_44"
chr12	2239868	24	53	Run_P3	"LMPP_14:SMPP_63"
chr3	969569	848	325	Run_P3	"LMPP_15:SMPP_3"
chr3	506197	734	28	Run_P3	"LMPP_4:SMPP_47"
chr6	361815	0	16	Run_P3	"LMPP_6:SMPP_39"
chr8	1374031	7454	0	Run_P3	"LMPP_1:SMPP_19"
chr6	1170116	325	228	Run_P3	"LMPP_1:SMPP_19"
chr5	1305477	0	42	Run_P3	"LMPP_7:SMPP_44"
chr10	329814	17017	8106	Run_P3	"LMPP_3:SMPP_27"
chr1	73993	0	8	Run_P3	"LMPP_12:SMPP_55"
chr12	1972053	10	0	Run_P3	"LMPP_13:SMPP_67"
chr12	2054371	29	0	Run_P3	"LMPP_5:SMPP_34"
chr13	134995	13	0	Run_P3	"LMPP_6:SMPP_35"
chr5	1065900	51	44	Run_P3	"LMPP_6:SMPP_38"
chr12	889930	31	0	Run_P3	"LMPP_6:SMPP_40"
chr11	394829	34	43	Run_P3	"LMPP_9:SMPP_5"
chr4	1046936	33	0	Run_P3	"LMPP_8:SMPP_49"
chr2	246769	13	0	Run_P3	"LMPP_5:SMPP_34"
chr4	657647	14	0	Run_P3	"LMPP_1:SMPP_21"
chr13	1577401	11486	362	Run_P3	"LMPP_9:SMPP_5"
chr9	1293346	8907	236	Run_P3	"LMPP_9:SMPP_10"
chr11	210996	122	33	Run_P3	"LMPP_1:SMPP_19"
chr3	51768	15	0	Run_P3	"LMPP_1:SMPP_19"
chr14	2102777	268	10486	Run_P3	"LMPP_3:SMPP_27"
chr10	675547	0	18	Run_P3	"LMPP_1:SMPP_19"
chr13	2197789	37038	23413	Run_P3	"LMPP_12:SMPP_52"
chr11	111935	163	27	Run_P3	"LMPP_9:SMPP_5"
chr10	992145	46	13	Run_P3	"LMPP_16:SMPP_6"
chr14	2780370	20	0	Run_P3	"LMPP_6:SMPP_40"
chr10	101048	195	398	Run_P3	"LMPP_9:SMPP_5"
chr2	799169	24	14	Run_P3	"LMPP_13:SMPP_65"
chr13	2706866	2993	0	Run_P3	"LMPP_3:SMPP_28"
chr14	1752845	128	0	Run_P3	"LMPP_13:SMPP_61"
chr7	1159111	0	57	Run_P3	"LMPP_6:SMPP_40"
chr8	36943	70	0	Run_P3	"LMPP_4:SMPP_37"
chr4	823553	0	49	Run_P3	"LMPP_16:SMPP_1"
chr5	82977	12	0	Run_P3	"LMPP_4:SMPP_47"
chr12	2135572	48	0	Run_P3	"LMPP_7:SMPP_42"
chr12	1451532	42	0	Run_P3	"LMPP_4:SMPP_36"
chr13	565464	136	1577	Run_P3	"LMPP_5:SMPP_29"
chr7	329193	226	13	Run_P3	"LMPP_6:SMPP_35"
chr12	1321407	0	21	Run_P3	"LMPP_9:SMPP_5"
chr7	1334962	5	6	Run_P3	"LMPP_7:SMPP_44"
chr7	805735	29	0	Run_P3	"LMPP_4:SMPP_47"
chr10	1664519	0	70	Run_P3	"LMPP_9:SMPP_9"
chr12	2088240	0	1096	Run_P3	"LMPP_6:SMPP_39"
chr5	523721	2015	0	Run_P3	"LMPP_6:SMPP_35"
chr12	816589	41	18	Run_P3	"LMPP_8:SMPP_49"
chr11	210435	0	10	Run_P3	"LMPP_12:SMPP_56"
chr11	445748	0	21	Run_P3	"LMPP_5:SMPP_30"
chr4	181998	0	21	Run_P3	"LMPP_13:SMPP_64"
chr5	1287843	36	8	Run_P3	"LMPP_6:SMPP_35"
chr10	960426	0	8	Run_P3	"LMPP_6:SMPP_39"
chr2	48489	0	16	Run_P3	"LMPP_4:SMPP_47"
chr13	2811170	13	0	Run_P3	"LMPP_12:SMPP_56"
chr1	97209	3446	28742	Run_P3	"LMPP_3:SMPP_27"
chr11	1365469	0	10	Run_P3	"LMPP_10:SMPP_4"
chr8	1347511	0	16	Run_P3	"LMPP_1:SMPP_18"
chr12	2207955	25	0	Run_P3	"LMPP_14:SMPP_68"
chr14	686888	1034	0	Run_P3	"LMPP_11:SMPP_59"
chr13	2347830	10	487	Run_P3	"LMPP_1:SMPP_18"
chr14	2496992	0	16	Run_P3	"LMPP_6:SMPP_39"
chr7	677908	104	146	Run_P3	"LMPP_6:SMPP_39"
chr2	440117	253	218	Run_P3	"LMPP_1:SMPP_20"
chr11	1301891	0	41	Run_P3	"LMPP_8:SMPP_46"
chr13	1740601	0	57	Run_P3	"LMPP_16:SMPP_2"
chr14	1764366	35	0	Run_P3	"LMPP_9:SMPP_5"
chr6	1355709	12	0	Run_P3	"LMPP_15:SMPP_70"
chr9	1169693	46	0	Run_P3	"LMPP_3:SMPP_27"
chr10	850495	26401	3164	Run_P3	"LMPP_9:SMPP_10"
chr10	639011	0	46	Run_P3	"LMPP_4:SMPP_37"
chr14	1547601	26	0	Run_P3	"LMPP_14:SMPP_68"
chr11	1302725	36	22	Run_P3	"LMPP_16:SMPP_6"
chr6	696387	54671	33758	Run_P3	"LMPP_3:SMPP_28"
chr5	283760	0	14	Run_P3	"LMPP_1:SMPP_19"
chr3	224531	10	0	Run_P3	"LMPP_5:SMPP_34"
chr14	416649	55	17	Run_P3	"LMPP_9:SMPP_5"
chr11	921568	12	130	Run_P3	"LMPP_11:SMPP_51"
chr5	1308528	754	9931	Run_P3	"LMPP_8:SMPP_49"
chr14	2395412	4795	2494	Run_P3	"LMPP_2:SMPP_22"
chr3	602073	798	627	Run_P3	"LMPP_1:SMPP_21"
chr2	219463	0	6	Run_P3	"LMPP_15:SMPP_12"
chr7	752289	21	0	Run_P3	"LMPP_14:SMPP_62"
chr9	1271245	44	0	Run_P3	"LMPP_2:SMPP_24"
chr13	906830	9109	3954	Run_P3	"LMPP_8:SMPP_46"
chr14	2959251	2653	1192	Run_P3	"LMPP_9:SMPP_9"
chr6	672644	20	0	Run_P3	"LMPP_8:SMPP_46"
chr9	117697	0	10	Run_P3	"LMPP_5:SMPP_34"
chr14	2505827	69	0	Run_P3	"LMPP_5:SMPP_34"
chr14	2489558	14	9	Run_P3	"LMPP_1:SMPP_20"
chr13	1776012	11	0	Run_P3	"LMPP_15:SMPP_70"
chr14	1361264	29	10	Run_P3	"LMPP_15:SMPP_3"
chr13	1841075	102	0	Run_P3	"LMPP_4:SMPP_36"
chr11	231812	26	17	Run_P3	"LMPP_5:SMPP_29"
chr5	297291	0	27	Run_P3	"LMPP_2:SMPP_22"
chr7	107561	0	523	Run_P3	"LMPP_6:SMPP_41"
chr13	1620317	3569	172	Run_P3	"LMPP_13:SMPP_67"
chr12	915447	332	191	Run_P3	"LMPP_13:SMPP_67"
chr10	108527	0	487	Run_P3	"LMPP_6:SMPP_41"
chr2	156196	53	58	Run_P3	"LMPP_11:SMPP_60"
chr2	474118	34	0	Run_P3	"LMPP_1:SMPP_21"
chr12	1825476	10	0	Run_P3	"LMPP_3:SMPP_23"
chr14	1626332	21	0	Run_P3	"LMPP_3:SMPP_28"
chr14	2579103	23108	4866	Run_P3	"LMPP_10:SMPP_4"
chr8	1375623	13	490	Run_P3	"LMPP_8:SMPP_48"
chr13	153264	6	91	Run_P3	"LMPP_15:SMPP_69"
chr14	1076940	0	9	Run_P3	"LMPP_2:SMPP_26"
chr12	1017865	55302	0	Run_P3	"LMPP_3:SMPP_28"
chr12	1244509	17	0	Run_P3	"LMPP_9:SMPP_9"
chr9	1171553	52868	27454	Run_P3	"LMPP_9:SMPP_9"
chr14	373813	0	1026	Run_P3	"LMPP_4:SMPP_47"
chr4	316601	0	22	Run_P3	"LMPP_10:SMPP_4"
chr7	1190808	6	0	Run_P3	"LMPP_12:SMPP_56"
chr14	3045739	33	0	Run_P3	"LMPP_6:SMPP_38"
chr14	2531096	13	59	Run_P3	"LMPP_1:SMPP_19"
chr2	106108	52	91	Run_P3	"LMPP_1:SMPP_19"
chr8	604171	9	0	Run_P3	"LMPP_6:SMPP_40"
chr3	768201	632	794	Run_P3	"LMPP_11:SMPP_59"
chr10	719321	34	19	Run_P3	"LMPP_9:SMPP_5"
chr14	319253	4778	1935	Run_P3	"LMPP_5:SMPP_29"
chr5	1040365	41	27	Run_P3	"LMPP_14:SMPP_66"
chr3	31995	381	0	Run_P3	"LMPP_16:SMPP_7"
chr7	1401797	8780	12139	Run_P3	"LMPP_6:SMPP_39"
chr8	1424653	3689	68	Run_P3	"LMPP_10:SMPP_8"
chr12	1093410	48	0	Run_P3	"LMPP_7:SMPP_44"
chr9	697684	161	34	Run_P3	"LMPP_9:SMPP_5"
chr11	1765591	0	136	Run_P3	"LMPP_6:SMPP_41"
chr14	3158273	292	779	Run_P3	"LMPP_5:SMPP_34"
chr14	373939	15	0	Run_P3	"LMPP_5:SMPP_30"
chr3	879687	4658	5728	Run_P3	"LMPP_5:SMPP_30"
chr2	247097	0	1596	Run_P3	"LMPP_16:SMPP_1"
chr6	587239	102	44	Run_P3	"LMPP_4:SMPP_37"
chr13	2841778	0	1375	Run_P3	"LMPP_16:SMPP_7"
chr5	1012766	13	0	Run_P3	"LMPP_7:SMPP_44"
chr10	1111826	101618	23571	Run_P3	"LMPP_10:SMPP_11"
chr6	187017	0	24	Run_P3	"LMPP_4:SMPP_36"
chr10	100751	0	1267	Run_P3	"LMPP_10:SMPP_8"
chr6	1031565	36	678	Run_P3	"LMPP_13:SMPP_65"
chr11	54483	0	3011	Run_P3	"LMPP_12:SMPP_56"
chr13	1305323	418	0	Run_P3	"LMPP_11:SMPP_60"
chr13	1831591	41	0	Run_P3	"LMPP_13:SMPP_67"
chr5	997502	0	742	Run_P3	"LMPP_13:SMPP_65"
chr6	1086597	0	13	Run_P3	"LMPP_9:SMPP_5"
chr5	465460	291	23	Run_P3	"LMPP_2:SMPP_24"
chr2	365789	290	163	Run_P3	"LMPP_4:SMPP_37"
chr6	925328	40	0	Run_P3	"LMPP_6:SMPP_38"
chr14	450501	6	10	Run_P3	"LMPP_5:SMPP_34"
chr3	767554	0	16	Run_P3	"LMPP_6:SMPP_40"
chr3	657755	29	19	Run_P3	"LMPP_9:SMPP_5"
chr4	728353	300	0	Run_P3	"LMPP_4:SMPP_36"
chr9	908413	25	0	Run_P3	"LMPP_4:SMPP_37"
chr7	1156420	0	8	Run_P3	"LMPP_5:SMPP_34"
chr13	1396671	0	12	Run_P3	"LMPP_13:SMPP_65"
chr11	1461014	10062	143	Run_P3	"LMPP_8:SMPP_50"
chr14	2984196	19	0	Run_P3	"LMPP_6:SMPP_40"
chr10	1580852	0	8	Run_P3	"LMPP_2:SMPP_26"
chr13	827615	16	0	Run_P3	"LMPP_11:SMPP_59"
chr6	706072	12	6962	Run_P3	"LMPP_13:SMPP_65"
chr3	23053	0	9	Run_P3	"LMPP_8:SMPP_49"
chr13	2540180	1836	677	Run_P3	"LMPP_4:SMPP_37"
chr8	1074786	260	0	Run_P3	"LMPP_6:SMPP_38"
chr11	1469393	2574	1979	Run_P3	"LMPP_7:SMPP_43"
chr10	550029	280	39	Run_P3	"LMPP_1:SMPP_18"
chr1	26395	16	0	Run_P3	"LMPP_6:SMPP_40"
chr14	2978176	864	0	Run_P3	"LMPP_5:SMPP_31"
chr10	1625450	53	36	Run_P3	"LMPP_1:SMPP_21"
chr2	391154	0	20	Run_P3	"LMPP_9:SMPP_5"
chr10	872694	17	0	Run_P3	"LMPP_7:SMPP_42"
chr8	1390945	9	0	Run_P3	"LMPP_2:SMPP_26"
chr11	138046	55	24	Run_P3	"LMPP_15:SMPP_69"
chr7	1090728	65	0	Run_P3	"LMPP_3:SMPP_28"
chr13	2672400	32	394	Run_P3	"LMPP_9:SMPP_9"
chr4	853893	0	8	Run_P3	"LMPP_4:SMPP_33"
chr8	573439	27	0	Run_P3	"LMPP_12:SMPP_52"
chr1	187075	2162	99	Run_P3	"LMPP_9:SMPP_5"
chr10	126281	0	14	Run_P3	"LMPP_7:SMPP_43"
chr3	850914	0	6	Run_P3	"LMPP_3:SMPP_28"
chr13	2125310	1371	0	Run_P3	"LMPP_15:SMPP_12"
chr12	1805184	0	7	Run_P3	"LMPP_5:SMPP_30"
chr2	632967	502	90	Run_P3	"LMPP_3:SMPP_23"
chr13	1885612	482	805	Run_P3	"LMPP_7:SMPP_42"
chr4	77568	0	26	Run_P3	"LMPP_1:SMPP_19"
chr14	150863	10819	3206	Run_P3	"LMPP_9:SMPP_9"
chr2	431932	52	26	Run_P3	"LMPP_7:SMPP_43"
chr11	1425322	22	9	Run_P3	"LMPP_2:SMPP_22"
chr7	1342826	0	16	Run_P3	"LMPP_9:SMPP_5"
chr12	724364	0	80	Run_P3	"LMPP_16:SMPP_6"
chr6	1203381	0	39	Run_P3	"LMPP_12:SMPP_57"
chr14	2665558	22060	13200	Run_P3	"LMPP_4:SMPP_47"
chr11	1411845	2470	2339	Run_P3	"LMPP_4:SMPP_37"
chr4	473933	49	14	Run_P3	"LMPP_4:SMPP_36"
chr14	3273122	86	92	Run_P3	"LMPP_14:SMPP_63"
chr10	961658	7	0	Run_P3	"LMPP_4:SMPP_47"
chr7	196791	2867	56	Run_P3	"LMPP_13:SMPP_65"
chr8	759255	109	131	Run_P3	"LMPP_12:SMPP_57"
chr9	132932	352	648	Run_P3	"LMPP_12:SMPP_55"
chr13	1145123	9	0	Run_P3	"LMPP_6:SMPP_38"
chr7	298598	128	12	Run_P3	"LMPP_8:SMPP_49"
chr14	2327618	117	275	Run_P3	"LMPP_15:SMPP_3"
chr9	700203	0	3554	Run_P3	"LMPP_15:SMPP_3"
chr13	2848419	0	6864	Run_P3	"LMPP_14:SMPP_63"
chr14	2490965	0	1006	Run_P3	"LMPP_9:SMPP_5"
chr5	1135440	49	68	Run_P3	"LMPP_12:SMPP_56"
chr14	1604783	19	14	Run_P3	"LMPP_9:SMPP_10"
chr14	3116269	0	5	Run_P3	"LMPP_13:SMPP_61"
chr3	157705	13	3872	Run_P3	"LMPP_10:SMPP_4"
chr12	136452	30	0	Run_P3	"LMPP_4:SMPP_37"
chr13	2212684	25	0	Run_P3	"LMPP_11:SMPP_59"
chr6	1102782	15	10	Run_P3	"LMPP_8:SMPP_50"
chr7	478436	13	0	Run_P3	"LMPP_4:SMPP_47"
chr11	1604337	105	0	Run_P3	"LMPP_9:SMPP_5"
chr3	647648	95490	72	Run_P3	"LMPP_6:SMPP_39"
chr6	927428	9	6	Run_P3	"LMPP_14:SMPP_63"
chr7	1167121	49	2651	Run_P3	"LMPP_4:SMPP_37"
chr11	162148	337	0	Run_P3	"LMPP_3:SMPP_28"
chr9	1457412	106	0	Run_P3	"LMPP_10:SMPP_11"
chr11	1575860	6585	0	Run_P3	"LMPP_6:SMPP_38"
chr13	2784209	507	372	Run_P3	"LMPP_11:SMPP_60"
chr9	1507557	0	53	Run_P3	"LMPP_4:SMPP_37"
chr8	347839	12244	0	Run_P3	"LMPP_11:SMPP_59"
chr9	991681	93	0	Run_P3	"LMPP_15:SMPP_3"
chr9	1259923	6468	560	Run_P3	"LMPP_8:SMPP_49"
chr7	1377068	0	1155	Run_P3	"LMPP_3:SMPP_32"
chr2	913350	7	0	Run_P3	"LMPP_14:SMPP_68"
chr12	1321159	137	57	Run_P3	"LMPP_11:SMPP_51"
chr13	1821749	12	19	Run_P3	"LMPP_1:SMPP_20"
chr6	719792	1069	0	Run_P3	"LMPP_7:SMPP_42"
chr6	255163	295	549	Run_P3	"LMPP_1:SMPP_21"
chr2	170856	0	77	Run_P3	"LMPP_2:SMPP_22"
chr14	1838970	78	86	Run_P3	"LMPP_3:SMPP_23"
chr2	381644	5	0	Run_P3	"LMPP_5:SMPP_31"
chr6	1323063	0	78	Run_P3	"LMPP_13:SMPP_65"
chr7	67092	0	106	Run_P3	"LMPP_13:SMPP_65"
chr14	267731	0	8	Run_P3	"LMPP_4:SMPP_37"
chr7	639192	26	0	Run_P3	"LMPP_1:SMPP_20"
chr13	2531595	0	6	Run_P3	"LMPP_6:SMPP_35"
chr10	60933	110	56	Run_P3	"LMPP_10:SMPP_11"
chr10	467284	31	42	Run_P3	"LMPP_5:SMPP_31"
chr13	1795656	1397	234	Run_P3	"LMPP_12:SMPP_57"
chr14	689489	24966	7084	Run_P3	"LMPP_2:SMPP_22"
chr11	678339	24	0	Run_P3	"LMPP_10:SMPP_11"
chr13	2748443	33	206	Run_P3	"LMPP_13:SMPP_65"
chr2	840051	14	0	Run_P3	"LMPP_8:SMPP_49"
chr3	374395	0	15	Run_P3	"LMPP_2:SMPP_25_1"
chr11	1233561	13	0	Run_P3	"LMPP_4:SMPP_36"
chr2	440159	7	0	Run_P3	"LMPP_4:SMPP_36"
chr14	1102516	420	348	Run_P3	"LMPP_1:SMPP_20"
chr14	1768986	13	0	Run_P3	"LMPP_11:SMPP_53"
chr8	1373842	0	666	Run_P3	"LMPP_3:SMPP_27"
chr8	284694	0	6	Run_P3	"LMPP_5:SMPP_31"
chr11	744991	89	167	Run_P3	"LMPP_11:SMPP_60"
chr14	714692	23	0	Run_P3	"LMPP_14:SMPP_63"
chr8	965237	0	242	Run_P3	"LMPP_3:SMPP_27"
chr14	2978593	3651	0	Run_P3	"LMPP_6:SMPP_40"
chr13	1213376	9	0	Run_P3	"LMPP_4:SMPP_47"
chr13	327158	0	35	Run_P3	"LMPP_13:SMPP_65"
chr6	263042	14	19	Run_P3	"LMPP_4:SMPP_37"
chr14	2312508	20	0	Run_P3	"LMPP_4:SMPP_36"
chr10	1284130	205	163	Run_P3	"LMPP_4:SMPP_36"
chr11	1571085	21	17	Run_P3	"LMPP_12:SMPP_56"
chr12	264259	30	0	Run_P3	"LMPP_14:SMPP_68"
chr14	838522	10	41	Run_P3	"LMPP_6:SMPP_39"
chr11	1158787	0	68	Run_P3	"LMPP_9:SMPP_5"
chr10	1036913	213	47	Run_P3	"LMPP_9:SMPP_9"
chr9	326033	0	23	Run_P3	"LMPP_5:SMPP_34"
chr14	885685	8	9	Run_P3	"LMPP_6:SMPP_35"
chr6	475832	8	0	Run_P3	"LMPP_5:SMPP_30"
